f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,chest,waist,hip,shoulder,sleeve,inseam,torso,bicep,thigh,calf,neck,height
126.11712,126.74824,90.70805,41.750084,76.31035,78.77594,64.57379,0.7805893,0.9168685,0.08279033,206.29483,116.29921,61.08361,46.26252,167.0,35.340233,1.0,0.0,0.0,0.97,0.999977,0.9999621,0.99999034,0.99998975,0.46206084,0.10485172,-0.882672,0.9999733,0.48456666,0.08445147,-0.8294952,0.9999018,0.50099057,0.08441454,-0.83048195,0.99989796,0.5115596,0.085128844,-0.8304587,0.9999012,0.44600323,0.085685045,-0.8310046,0.9999392,0.435651,0.08658397,-0.8319932,0.9999517,0.42298168,0.087551884,-0.8325105,0.9999503,0.5326939,0.095361084,-0.51815087,0.9999449,0.41006792,0.09863335,-0.52106094,0.99991655,0.4876519,0.12830746,-0.7626064,0.9999639,0.44632646,0.12851048,-0.7686346,0.99996173,0.6425543,0.23728162,-0.3552236,0.999977,0.32118365,0.24032378,-0.34079072,0.9999621,0.7647484,0.36894828,-0.46785676,0.99466264,0.19739902,0.37857947,-0.49032107,0.99470747,0.8955506,0.47257873,-0.89884293,0.99041396,0.08616382,0.48140773,-0.92781115,0.99726367,0.9449066,0.5086581,-0.9934832,0.9837182,0.034184933,0.51887685,-1.0383188,0.99486274,0.94892836,0.5124347,-1.098664,0.98633516,0.04598999,0.5218809,-1.1326039,0.9954963,0.9234576,0.502642,-0.9525021,0.9847497,0.073294014,0.51027375,-0.9826347,0.99487466,0.5746418,0.53235525,-0.007960136,0.99999034,0.39337018,0.5348067,0.007149338,0.99998975,0.61406904,0.74057126,0.16237728,0.9967872,0.34342474,0.7462895,0.08179528,0.9954595,0.6261206,0.8997321,0.7248479,0.99576014,0.32971936,0.8965136,0.6314696,0.99481636,0.6005024,0.92011034,0.7598903,0.95427436,0.36127213,0.91548353,0.672535,0.9477821,0.68424755,0.9814447,0.4769483,0.99314016,0.26295993,0.9791244,0.40390524,0.9906144,0.99998355,0.99932563,0.9999652,0.9999069,0.23392536,0.102558576,-1.177107,0.9996468,0.28641242,0.08054057,-1.3180279,0.99965024,0.30201936,0.08021468,-1.3197927,0.99964297,0.31753266,0.079826474,-1.319336,0.99975306,0.2792553,0.07964882,-1.1048868,0.99964607,0.2871797,0.07867873,-1.1074984,0.9996325,0.29603064,0.077433616,-1.108698,0.99969244,0.46364552,0.08790746,-1.5921143,0.9999012,0.4278946,0.08824608,-0.6224038,0.9995933,0.28776374,0.122629315,-1.2221439,0.99975187,0.27393627,0.12393102,-0.9565077,0.99958426,0.66244876,0.21912096,-1.9134197,0.99998355,0.5991781,0.21702252,0.24328548,0.99932563,0.62948537,0.40493527,-1.9581661,0.99471116,0.52817076,0.38316578,0.5775933,0.012034323,0.46095732,0.5560539,-1.6447759,0.98291945,0.41911936,0.5251081,0.31413078,0.02219194,0.44367105,0.60432327,-1.8104752,0.9659439,0.3857595,0.56652474,0.25027838,0.03174592,0.36708593,0.6064446,-1.8679056,0.9661868,0.3355626,0.5677202,0.05628127,0.032931577,0.3600269,0.59450114,-1.6423174,0.9437503,0.3330825,0.55316895,0.21211676,0.03597536,0.57664424,0.5258624,-0.6843949,0.9999652,0.4931807,0.51740277,0.6840282,0.9999069,0.61466223,0.7340604,0.22846498,0.97487575,0.5143588,0.71535695,1.5091729,0.35315424,0.5993804,0.9264544,1.1411216,0.9852592,0.5001427,0.875,2.550354,0.5969553,0.6971955,0.95703185,1.1864603,0.9132406,0.5423614,0.90531933,2.6343503,0.59934205,0.13567534,0.9666422,0.49757004,0.9753239,0.09343027,0.90386957,2.2851613,0.74100053,103.5,86.0,103.2,50.3,73.3,92.0,0.0,0.0,0.0,0.0,0.0,167.0
225.10167,228.79579,146.48882,69.86542,81.50391,76.11771,66.88779,0.85083294,0.5998052,0.121644646,198.92859,123.23636,63.965385,68.2365,175.0,36.847904,1.0,0.0,0.0,0.625,0.99991524,0.99967,0.9999378,0.9999268,0.4013309,0.11586549,-1.0247216,0.9971064,0.4445886,0.09167063,-0.9448601,0.9922328,0.47840014,0.09123546,-0.9470021,0.9922069,0.5040403,0.09124855,-0.94738555,0.9939761,0.35927373,0.09399798,-0.94979686,0.99500614,0.33338854,0.09497907,-0.9521023,0.9958819,0.30748194,0.09621829,-0.9537674,0.9964988,0.5365428,0.09700948,-0.47597244,0.99747986,0.2776228,0.107188106,-0.48310116,0.99513716,0.46145582,0.13634264,-0.83211017,0.998415,0.35935244,0.13914359,-0.8459941,0.99821967,0.7922995,0.22662115,-0.2727905,0.99991524,0.13095582,0.24422765,-0.19737275,0.99967,0.8632574,0.39776814,-0.02096931,0.9813794,0.11728451,0.41944423,-0.14567922,0.9547327,0.90680844,0.5508222,-0.20136465,0.976595,0.09448847,0.5627824,-0.4605404,0.981136,0.9440764,0.5974407,-0.26603818,0.96723217,0.08555743,0.61021256,-0.56804246,0.9768809,0.9026469,0.5987509,-0.44780478,0.9702368,0.10049561,0.61011684,-0.73204666,0.9777164,0.87024444,0.58319765,-0.26863813,0.9676778,0.12426242,0.5949561,-0.53591347,0.974571,0.6914396,0.55767566,-0.047956116,0.9999378,0.32655868,0.5625093,0.046507336,0.9999268,0.73667264,0.77749795,0.1960507,0.9916453,0.35847202,0.78002304,0.22243874,0.9802971,0.73307073,0.9544033,1.0157217,0.9842391,0.40051365,0.9606731,0.872444,0.98064536,0.6778939,0.9757939,1.0648303,0.885404,0.4848311,0.9814154,0.91496366,0.8655816,0.7749434,1.0394088,0.6707358,0.9591388,0.2845933,1.0275989,0.52665305,0.9506263,0.9996972,0.99994767,0.99973935,0.9999087,0.8652868,0.10842386,-1.2497083,0.99384874,0.79340315,0.08553368,-1.2081552,0.9889332,0.7723249,0.08462697,-1.2110132,0.9878582,0.7492415,0.08367369,-1.2109123,0.99123317,0.79210865,0.08555597,-1.440879,0.9926253,0.7714745,0.08470721,-1.4439962,0.9944036,0.74484515,0.08370194,-1.445387,0.996191,0.6046715,0.09142169,-0.8418024,0.9948695,0.5859045,0.09293598,-1.885539,0.99395895,0.8031088,0.12852105,-1.0440898,0.9934701,0.7976045,0.12777728,-1.364695,0.99541926,0.38872468,0.20004624,-0.14898168,0.9996972,0.42739537,0.21281579,-2.1356828,0.99994767,0.38618845,0.3870237,0.29997727,0.05970443,0.39819077,0.41563693,-2.3493671,0.99711275,0.6229919,0.52428144,0.180315,0.045190267,0.68004525,0.5520272,-2.108787,0.9933976,0.64061904,0.5702518,0.18739252,0.06130661,0.6857942,0.601691,-2.3245702,0.9858941,0.73537195,0.56895053,-0.07020896,0.064545915,0.79498166,0.6000385,-2.3398385,0.98549795,0.7432656,0.55310524,0.08011142,0.058924798,0.7996857,0.58358175,-2.1134663,0.9724345,0.5329383,0.5228466,0.6952009,0.99973935,0.5593688,0.53139883,-0.6972023,0.9999087,0.63754183,0.71174437,1.9052858,0.20054752,0.5554096,0.74896175,0.08067347,0.9052592,0.56206805,0.88451076,2.8016334,0.39516386,0.56908727,0.93506086,0.8272129,0.93670833,0.45104316,0.9144215,2.848893,0.43549368,0.43635768,0.97066474,0.87751234,0.78633636,0.9576068,0.9074153,2.5602763,0.48073953,0.9821373,0.9593971,0.36612916,0.86528397,103.5,86.0,103.2,50.3,73.3,92.0,0.0,0.0,0.0,0.0,0.0,175.0
